technique_id,learning_tier,title,instructions_text,spl_query,chart_type,explanation_text,framework_mapping,mitigation_text,execution_mode,triage_runbook_text,expected_outcome
AML.T0060,3,AML.T0060: AI Agent C2 via Covert Prompt Channel,"**Objective:** Practice detecting AI Agent C2 via Covert Prompt Channel (AML.T0060).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the CommandAndControl phase using AI Agent C2 via Covert Prompt Channel. In a multi-agent banking environment, this targets agent_prompt_interface, model_output, tool_executor to achieve: Persistent C2 over a trusted AI channel, bypassing traditional network-based C2 detection

**Risk:** CVSS 8.8 (Critical): Persistent C2 over a trusted AI channel, bypassing traditional network-based C2 detection","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0060""",table,"Adversary establishes a covert command and control channel through the AI agent's normal prompt/response interface, issuing encoded commands that the agent executes while appearing to have normal conversations.

**Impact:** Persistent C2 over a trusted AI channel, bypassing traditional network-based C2 detection

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0060 — AI Agent C2 via Covert Prompt Channel (Command and Control / CommandAndControl) | OWASP LLM: N/A | OWASP ASI: ASI01, ASI10 | NIST AI RMF: MANAGE-2.4 | MAESTRO: L3, L5",Monitor agent behaviour for encoded or anomalous instruction patterns | Baseline agent response patterns | Anomaly detection on tool invocation sequences,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `encoded_instruction_pattern_in_agent_io` in raw events. 4. Map to frameworks: OWASP N/A; severity Critical (CVSS 8.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0061,4,AML.T0061: Malicious AI Plugin as C2 Relay,"**Objective:** Practice detecting Malicious AI Plugin as C2 Relay (AML.T0061).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the CommandAndControl phase using Malicious AI Plugin as C2 Relay. In a multi-agent banking environment, this targets agent_plugin, mcp_tool, external_api to achieve: Full remote control of agent capabilities via a trusted-looking plugin

**Risk:** CVSS 8.5 (High): Full remote control of agent capabilities via a trusted-looking plugin","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0061""",table,"A malicious tool or plugin installed in the agent's tool scope acts as a C2 relay, receiving commands from an external server and executing them via the agent's authorised capabilities.

**Impact:** Full remote control of agent capabilities via a trusted-looking plugin

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0061 — Malicious AI Plugin as C2 Relay (Command and Control / CommandAndControl) | OWASP LLM: N/A | OWASP ASI: ASI04, ASI10 | NIST AI RMF: GOVERN-6.1 | MAESTRO: L4, L7",Verify tool network destinations against allowlist | Monitor outbound tool call destinations | Plugin provenance verification,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `tool_calling_unexpected_external_domain` in raw events. 4. Map to frameworks: OWASP N/A; severity High (CVSS 8.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0062,4,AML.T0062: Credential Extraction via Agent Tool,"**Objective:** Practice detecting Credential Extraction via Agent Tool (AML.T0062).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the CredentialAccess phase using Credential Extraction via Agent Tool. In a multi-agent banking environment, this targets secret_store, env_config, password_manager_tool to achieve: Credential compromise enabling lateral movement beyond AI system to broader enterprise infrastructure

**Risk:** CVSS 9.1 (Critical): Credential compromise enabling lateral movement beyond AI system to broader enterprise infrastructure","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0062"" tool_invoked=""read_secret""",table,"Adversary manipulates the agent into using its authorised tool access to retrieve credentials from password managers, secret stores, or environment variable configs.

**Impact:** Credential compromise enabling lateral movement beyond AI system to broader enterprise infrastructure

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0062 — Credential Extraction via Agent Tool (Credential Access / CredentialAccess) | OWASP LLM: LLM06 | OWASP ASI: ASI02, ASI03 | NIST AI RMF: GOVERN-1.1, MEASURE-2.10 | MAESTRO: L4, L6",Restrict agent access to credential stores | Monitor credential read events initiated by AI agents | Require human confirmation for credential retrieval,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `credential_store_accessed_by_agent` in raw events. 4. Map to frameworks: OWASP LLM06; severity Critical (CVSS 9.1). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0063,4,AML.T0063: AI-Assisted Phishing and Social Engineering,"**Objective:** Practice detecting AI-Assisted Phishing and Social Engineering (AML.T0063).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the CredentialAccess phase using AI-Assisted Phishing and Social Engineering. In a multi-agent banking environment, this targets agent_output, email_tool, human_operator to achieve: Human credential compromise at scale using AI-generated personalised content

**Risk:** CVSS 8.0 (High): Human credential compromise at scale using AI-generated personalised content","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0063""",table,"Adversary weaponises a compromised or rogue AI agent to generate highly personalised phishing content or conduct convincing social engineering attacks against human operators.

**Impact:** Human credential compromise at scale using AI-generated personalised content

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0063 — AI-Assisted Phishing and Social Engineering (Credential Access / CredentialAccess) | OWASP LLM: LLM09 | OWASP ASI: ASI09 | NIST AI RMF: GOVERN-4.1 | MAESTRO: L3, L6",Output scanning for social engineering patterns | Flag AI-generated content to recipients | Human review of outbound agent communications,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_generating_credential_harvesting_content` in raw events. 4. Map to frameworks: OWASP LLM09; severity High (CVSS 8.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0064,4,AML.T0064: Container Escape via AI Code Execution,"**Objective:** Practice detecting Container Escape via AI Code Execution (AML.T0064).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using Container Escape via AI Code Execution. In a multi-agent banking environment, this targets code_execution_tool, container_runtime, host_os to achieve: Full host compromise; access to all co-resident AI workloads and infrastructure

**Risk:** CVSS 9.8 (Critical): Full host compromise; access to all co-resident AI workloads and infrastructure","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0064"" rce_payload_detected=""true""",table,"Adversary manipulates an AI code execution tool (Jupyter kernel, sandbox interpreter, shell tool) to achieve container breakout and gain access to the underlying host or Kubernetes node.

**Impact:** Full host compromise; access to all co-resident AI workloads and infrastructure

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0064 — Container Escape via AI Code Execution (Escape to Host / Execution) | OWASP LLM: LLM06 | OWASP ASI: ASI05 | NIST AI RMF: GOVERN-1.1, MANAGE-2.1 | MAESTRO: L4, L7",Enforce gVisor or Firecracker sandboxing for code execution | AcmeSentinel OpenShell namespace enforcement | Block host mounts from code execution containers,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_code_execution_accesses_host_namespace` in raw events. 4. Map to frameworks: OWASP LLM06; severity Critical (CVSS 9.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0065,4,AML.T0065: SSRF via AI Agent Tool,"**Objective:** Practice detecting SSRF via AI Agent Tool (AML.T0065).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using SSRF via AI Agent Tool. In a multi-agent banking environment, this targets web_tool, http_client_tool, cloud_metadata_endpoint to achieve: Cloud credential theft; access to EC2/GCP/Azure metadata including IAM tokens

**Risk:** CVSS 8.6 (High): Cloud credential theft; access to EC2/GCP/Azure metadata including IAM tokens","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0065"" target_url LIKE ""%169.254.169.254%""",table,"Adversary abuses an AI agent's web browsing or HTTP tool to make requests to internal cloud metadata endpoints (169.254.169.254, cloud-internal APIs), accessing credentials and infrastructure data.

**Impact:** Cloud credential theft; access to EC2/GCP/Azure metadata including IAM tokens

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0065 — SSRF via AI Agent Tool (Escape to Host / Execution) | OWASP LLM: LLM01 | OWASP ASI: ASI02, ASI05 | NIST AI RMF: GOVERN-1.1 | MAESTRO: L4",Block metadata IP ranges in agent network policy | Validate all agent-initiated URLs against allowlist | Monitor for metadata endpoint access attempts,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_tool_requesting_cloud_metadata_endpoint` in raw events. 4. Map to frameworks: OWASP LLM01; severity High (CVSS 8.6). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0070,3,AML.T0070: MCP Tool Description Poisoning,"**Objective:** Practice detecting MCP Tool Description Poisoning (AML.T0070).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the InitialAccess phase using MCP Tool Description Poisoning. In a multi-agent banking environment, this targets mcp_gateway, tool_registry, agent_tool_router to achieve: Agent executes privileged operations guided by poisoned tool metadata rather than user intent

**Risk:** CVSS 8.9 (Critical): Agent executes privileged operations guided by poisoned tool metadata rather than user intent","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0070"" tool_manifest_tampered=true",table,"Malicious MCP server returns a tool manifest whose description/metadata contains injected instructions, causing the agent to misuse an otherwise-legitimate tool without prompt injection.

**Impact:** Agent executes privileged operations guided by poisoned tool metadata rather than user intent

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0070 — MCP Tool Description Poisoning (Initial Access / InitialAccess) | OWASP LLM: LLM07, LLM06 | OWASP ASI: ASI04, ASI01 | NIST AI RMF: GOVERN-6.1, MEASURE-2.7 | MAESTRO: L3, L4, L7",Validate tool manifest descriptions at registration | Sign and pin approved tool manifests | Separate tool metadata scanning from prompt scanning,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `tool_manifest_tampered=true` in raw events. 4. Map to frameworks: OWASP LLM07, LLM06; severity Critical (CVSS 8.9). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0071,3,AML.T0071: Agent Supply Chain / Skill Poisoning,"**Objective:** Practice detecting Agent Supply Chain / Skill Poisoning (AML.T0071).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the InitialAccess phase using Agent Supply Chain / Skill Poisoning. In a multi-agent banking environment, this targets skill_registry, aibom, agent_plugins to achieve: Persistent compromise via installed agent skill with no provenance or signature

**Risk:** CVSS 9.0 (Critical): Persistent compromise via installed agent skill with no provenance or signature","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0071"" skill.provenance_valid=false",table,"Community skill/plugin from an unverified registry contains hidden malicious instructions distinct from unapproved SLM runtime discovery.

**Impact:** Persistent compromise via installed agent skill with no provenance or signature

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0071 — Agent Supply Chain / Skill Poisoning (Initial Access / InitialAccess) | OWASP LLM: LLM03, LLM05 | OWASP ASI: ASI04 | NIST AI RMF: GOVERN-6.1, MAP-1.5 | MAESTRO: L4, L7",Require signed skills | AIBOM provenance validation | Allowlist registries,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `skill.provenance_valid=false` in raw events. 4. Map to frameworks: OWASP LLM03, LLM05; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0072,3,AML.T0072: Memory Poisoning as Behavioral Drift,"**Objective:** Practice detecting Memory Poisoning as Behavioral Drift (AML.T0072).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Persistence phase using Memory Poisoning as Behavioral Drift. In a multi-agent banking environment, this targets memory_store, compliance_agent, session_context to achieve: Gradual approval bias without single-shot injection; cross-session behavioral manipulation

**Risk:** CVSS 8.4 (High): Gradual approval bias without single-shot injection; cross-session behavioral manipulation","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0072"" memory.drift_detected=true | timechart avg(memory_entry_trust_score) avg(approval_rate_by_session)",line,"Adversary seeds benign-looking facts across multiple loan pipeline turns until compliance decisions drift over several runs.

**Impact:** Gradual approval bias without single-shot injection; cross-session behavioral manipulation

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0072 — Memory Poisoning as Behavioral Drift (Persistence / Persistence) | OWASP LLM: LLM01, LLM04 | OWASP ASI: ASI06, ASI10 | NIST AI RMF: MEASURE-2.7, MANAGE-2.4 | MAESTRO: L3, L5",Session trust-decay monitoring | Memory write provenance | Approval rate anomaly detection,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `memory.drift_detected=true` in raw events. 4. Map to frameworks: OWASP LLM01, LLM04; severity High (CVSS 8.4). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0073,3,AML.T0073: Agent Identity Privilege Creep,"**Objective:** Practice detecting Agent Identity Privilege Creep (AML.T0073).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the PrivilegeEscalation phase using Agent Identity Privilege Creep. In a multi-agent banking environment, this targets a2a_verifier, agent_identity, scope_registry to achieve: Unauthorized scope accumulation enabling downstream high-impact actions

**Risk:** CVSS 8.7 (High): Unauthorized scope accumulation enabling downstream high-impact actions","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0073"" privilege_creep_detected=true | table granted_scope used_scope scope_delta",table,"Agent granted permissions diverge from actually-used permissions over a session, indicating silent privilege expansion.

**Impact:** Unauthorized scope accumulation enabling downstream high-impact actions

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0073 — Agent Identity Privilege Creep (Privilege Escalation / PrivilegeEscalation) | OWASP LLM: LLM06, LLM08 | OWASP ASI: ASI03, ASI07 | NIST AI RMF: GOVERN-1.1, MANAGE-2.1 | MAESTRO: L5, L6",Track granted vs used scope per agent | Alert on scope_delta | Periodic scope attestation,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `privilege_creep_detected=true` in raw events. 4. Map to frameworks: OWASP LLM06, LLM08; severity High (CVSS 8.7). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0074,3,AML.T0074: Missing Human-in-the-Loop Circuit Breaker,"**Objective:** Practice detecting Missing Human-in-the-Loop Circuit Breaker (AML.T0074).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Impact phase using Missing Human-in-the-Loop Circuit Breaker. In a multi-agent banking environment, this targets orchestration_guard, compliance_agent, hitl_gate to achieve: High-value financial decision without human oversight; regulatory and fraud exposure

**Risk:** CVSS 9.2 (Critical): High-value financial decision without human oversight; regulatory and fraud exposure","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0074"" hitl_required=true hitl_bypassed=true",table,"Attack attempts to auto-approve a large or irreversible loan transaction with no human checkpoint when HITL gate is disabled.

**Impact:** High-value financial decision without human oversight; regulatory and fraud exposure

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0074 — Missing Human-in-the-Loop Circuit Breaker (Impact / Impact) | OWASP LLM: LLM06, LLM09 | OWASP ASI: ASI09 | NIST AI RMF: GOVERN-4.1, MANAGE-2.1 | MAESTRO: L5, L6",Enable HITL_GATE_ENABLED for production | Threshold-based approval holds | Audit hitl_bypassed events,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `hitl_bypassed=true` in raw events. 4. Map to frameworks: OWASP LLM06, LLM09; severity Critical (CVSS 9.2). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0075,3,AML.T0075: Agent-in-the-Middle Message Provenance Tampering,"**Objective:** Practice detecting Agent-in-the-Middle Message Provenance Tampering (AML.T0075).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the LateralMovement phase using Agent-in-the-Middle Message Provenance Tampering. In a multi-agent banking environment, this targets a2a_verifier, message_bus, agent_delegation to achieve: Downstream agents act on altered inter-agent payloads while trust chain appears valid

**Risk:** CVSS 8.8 (Critical): Downstream agents act on altered inter-agent payloads while trust chain appears valid","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0075"" message.provenance_valid=false",table,"Adversary tampers with message content in transit between agents, testing provenance/integrity rather than identity spoofing alone.

**Impact:** Downstream agents act on altered inter-agent payloads while trust chain appears valid

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0075 — Agent-in-the-Middle Message Provenance Tampering (Lateral Movement / LateralMovement) | OWASP LLM: LLM08 | OWASP ASI: ASI07 | NIST AI RMF: GOVERN-1.1, MANAGE-2.4 | MAESTRO: L5, L6",Message hash verification between hops | End-to-end signing of A2A payloads | Provenance audit trail,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `message.provenance_valid=false` in raw events. 4. Map to frameworks: OWASP LLM08; severity Critical (CVSS 8.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
